subject_id,year_in_study,record_date,is_primary,lifestyle,lifestyle_other_specify,therapy_visit_hospital,therapy_visit_library,therapy_visit_nursing_home,therapy_visit_school,therapy_visit_other,therapy_visit_other_specify
grls02RRJK88,6,2019-08,1,agility,,0,0,0,0,0,
grls02RRJK88,6,2019-08,0,obedience,,0,0,0,0,0,
grls02RRJK88,8,2021-09,0,hunting,,0,0,0,0,0,
grls02RRJK88,8,2021-09,1,companion/pet,,0,0,0,0,0,
grls02VDCV99,0,2012-09,1,companion/pet,,0,0,0,0,0,
grls02VDCV99,0,2012-09,0,companion/pet,,0,0,0,0,0,
grls02VDCV99,1,2014-01,1,companion/pet,,0,0,0,0,0,
grls02VDCV99,1,2014-01,0,companion/pet,,0,0,0,0,0,
grls02VDCV99,2,2015-01,1,companion/pet,,0,0,0,0,0,
grls02VDCV99,2,2015-01,0,companion/pet,,0,0,0,0,0,
grls02VDCV99,3,2016-01,1,companion/pet,,0,0,0,0,0,
grls02VDCV99,3,2016-01,0,companion/pet,,0,0,0,0,0,
grls02VDCV99,4,2017-01,1,companion/pet,,0,0,0,0,0,
grls02VDCV99,4,2017-01,0,other,unspecified,0,0,0,0,0,
grls02VDCV99,5,2018-01,1,companion/pet,,0,0,0,0,0,
grls02VDCV99,5,2018-01,0,other,unspecified,0,0,0,0,0,
grls02VDCV99,6,2019-01,1,companion/pet,,0,0,0,0,0,
grls02VDCV99,6,2019-01,0,companion/pet,,0,0,0,0,0,
grls02VDCV99,7,2020-01,1,companion/pet,,0,0,0,0,0,
grls02VDCV99,7,2020-01,0,companion/pet,,0,0,0,0,0,
grls02VDCV99,8,2021-01,0,other,unspecified,0,0,0,0,0,
grls02VDCV99,8,2021-01,1,companion/pet,,0,0,0,0,0,
grls03L3L1FF,0,2013-10,1,companion/pet,,0,0,0,0,0,
grls03L3L1FF,0,2013-10,0,therapy dog,,0,0,0,0,1,not specified
grls03L3L1FF,1,2014-12,1,therapy dog,,0,0,0,0,1,not specified
grls03L3L1FF,1,2014-12,0,companion/pet,,0,0,0,0,0,
grls03MTKHLL,0,2014-02,1,companion/pet,,0,0,0,0,0,
grls03MTKHLL,0,2014-02,0,service dog,,0,0,0,0,0,
grls03MTKHLL,1,2015-04,1,companion/pet,,0,0,0,0,0,
grls03MTKHLL,1,2015-04,0,service dog,,0,0,0,0,0,
grls03MTKHLL,2,2016-03,1,companion/pet,,0,0,0,0,0,
grls03MTKHLL,2,2016-03,0,companion/pet,,0,0,0,0,0,
grls03MTKHLL,3,2017-03,1,companion/pet,,0,0,0,0,0,
grls03MTKHLL,3,2017-03,0,companion/pet,,0,0,0,0,0,
grls03MTKHLL,4,2018-04,1,companion/pet,,0,0,0,0,0,
grls03MTKHLL,4,2018-04,0,other,unspecified,0,0,0,0,0,
grls03MTKHLL,5,2019-03,1,companion/pet,,0,0,0,0,0,
grls03MTKHLL,5,2019-03,0,therapy dog,,0,0,0,0,1,"community organizations, humane society"
grls03MTKHLL,6,2020-03,1,companion/pet,,0,0,0,0,0,
grls03MTKHLL,6,2020-03,0,other,unspecified,0,0,0,0,0,
grls03MTKHLL,7,2021-04,0,other,unspecified,0,0,0,0,0,
grls03MTKHLL,7,2021-04,1,companion/pet,,0,0,0,0,0,
grls03UREW44,0,2014-04,1,companion/pet,,0,0,0,0,0,
grls03UREW44,0,2014-04,0,other,unspecified,0,0,0,0,0,
grls03UREW44,1,2015-06,1,companion/pet,,0,0,0,0,0,
grls03UREW44,1,2015-06,0,obedience,,0,0,0,0,0,
grls03UREW44,2,2016-05,1,companion/pet,,0,0,0,0,0,
grls03UREW44,2,2016-05,0,obedience,,0,0,0,0,0,
grls03UREW44,4,2018-05,1,companion/pet,,0,0,0,0,0,
grls03UREW44,4,2018-05,0,other,unspecified,0,0,0,0,0,
grls03UREW44,5,2019-06,1,companion/pet,,0,0,0,0,0,
grls03UREW44,5,2019-06,0,other,unspecified,0,0,0,0,0,
grls03UREW44,7,2021-06,0,other,unspecified,0,0,0,0,0,
grls03UREW44,7,2021-06,1,companion/pet,,0,0,0,0,0,
grls03UREW44,8,2022-06,0,other,unspecified,0,0,0,0,0,
grls03UREW44,8,2022-06,1,companion/pet,,0,0,0,0,0,
grls0449M0EE,0,2013-11,1,companion/pet,,0,0,0,0,0,
grls0449M0EE,0,2013-11,0,companion/pet,,0,0,0,0,0,
grls04DN2S55,0,2014-10,1,companion/pet,,0,0,0,0,0,
grls04DN2S55,0,2014-10,0,agility,,0,0,0,0,0,
grls04DN2S55,1,2015-11,1,companion/pet,,0,0,0,0,0,
grls04DN2S55,1,2015-11,0,agility,,0,0,0,0,0,
grls04DN2S55,3,2017-12,1,companion/pet,,0,0,0,0,0,
grls04DN2S55,3,2017-12,0,agility,,0,0,0,0,0,
grls04DN2S55,4,2018-12,1,companion/pet,,0,0,0,0,0,
grls04DN2S55,4,2018-12,0,other,unspecified,0,0,0,0,0,
grls04DN2S55,7,2021-11,0,other,unspecified,0,0,0,0,0,
grls04DN2S55,7,2021-11,1,companion/pet,,0,0,0,0,0,
grls04DN2S55,8,2022-12,0,obedience,,0,0,0,0,0,
grls04DN2S55,8,2022-12,1,companion/pet,,0,0,0,0,0,
grls04KX35EE,0,2012-12,1,companion/pet,,0,0,0,0,0,
grls04KX35EE,0,2012-12,0,obedience,,0,0,0,0,0,
grls04KX35EE,1,2013-11,1,companion/pet,,0,0,0,0,0,
grls04KX35EE,1,2013-11,0,obedience,,0,0,0,0,0,
grls04KX35EE,2,2014-12,1,companion/pet,,0,0,0,0,0,
grls04KX35EE,2,2014-12,0,obedience,,0,0,0,0,0,
grls04KX35EE,3,2015-12,1,companion/pet,,0,0,0,0,0,
grls04KX35EE,3,2015-12,0,obedience,,0,0,0,0,0,
grls04KX35EE,4,2016-12,1,companion/pet,,0,0,0,0,0,
grls04KX35EE,4,2016-12,0,obedience,,0,0,0,0,0,
grls04KX35EE,5,2017-12,1,companion/pet,,0,0,0,0,0,
grls04KX35EE,5,2017-12,0,obedience,,0,0,0,0,0,
grls04KX35EE,6,2018-12,1,companion/pet,,0,0,0,0,0,
grls04KX35EE,6,2018-12,0,companion/pet,,0,0,0,0,0,
grls04KX35EE,7,2019-12,1,companion/pet,,0,0,0,0,0,
grls04KX35EE,7,2019-12,0,other,unspecified,0,0,0,0,0,
grls04O1IQ00,0,2014-11,1,companion/pet,,0,0,0,0,0,
grls04O1IQ00,0,2014-11,0,companion/pet,,0,0,0,0,0,
grls04O1IQ00,1,2015-10,1,companion/pet,,0,0,0,0,0,
grls04O1IQ00,1,2015-10,0,companion/pet,,0,0,0,0,0,
grls04O1IQ00,2,2016-10,1,companion/pet,,0,0,0,0,0,
grls04O1IQ00,3,2017-10,1,companion/pet,,0,0,0,0,0,
grls04O1IQ00,3,2017-10,0,companion/pet,,0,0,0,0,0,
grls04O1IQ00,4,2018-10,1,companion/pet,,0,0,0,0,0,
grls04O1IQ00,4,2018-10,0,other,unspecified,0,0,0,0,0,
grls04O1IQ00,5,2019-10,1,companion/pet,,0,0,0,0,0,
grls04O1IQ00,5,2019-10,0,other,unspecified,0,0,0,0,0,
grls04O1IQ00,6,2020-12,0,other,unspecified,0,0,0,0,0,
grls04O1IQ00,6,2020-12,1,companion/pet,,0,0,0,0,0,
grls04O1IQ00,7,2021-10,0,other,unspecified,0,0,0,0,0,
grls04O1IQ00,7,2021-10,1,companion/pet,,0,0,0,0,0,
grls04O1IQ00,8,2022-10,0,other,unspecified,0,0,0,0,0,
grls04O1IQ00,8,2022-10,1,companion/pet,,0,0,0,0,0,
grls053MV8EE,0,2014-01,1,field trials,,0,0,0,0,0,
grls053MV8EE,0,2014-01,0,companion/pet,,0,0,0,0,0,
grls056TCYEE,0,2014-10,1,companion/pet,,0,0,0,0,0,
grls056TCYEE,0,2014-10,0,companion/pet,,0,0,0,0,0,
grls05BPCYNN,0,2013-09,1,obedience,,0,0,0,0,0,
grls05BPCYNN,0,2013-09,0,field trials,,0,0,0,0,0,
grls05BPCYNN,1,2014-09,1,obedience,,0,0,0,0,0,
grls05BPCYNN,1,2014-09,0,field trials,,0,0,0,0,0,
grls05BPCYNN,2,2015-09,1,obedience,,0,0,0,0,0,
grls05BPCYNN,2,2015-09,0,hunting,,0,0,0,0,0,
grls05BPCYNN,3,2016-09,1,dog athlete,,0,0,0,0,0,
grls05BPCYNN,3,2016-09,0,obedience,,0,0,0,0,0,
grls05BPCYNN,4,2017-09,1,companion/pet,,0,0,0,0,0,
grls05BPCYNN,4,2017-09,0,dog athlete,,0,0,0,0,0,
grls05BPCYNN,5,2018-09,1,companion/pet,,0,0,0,0,0,
grls05BPCYNN,5,2018-09,0,dog athlete,,0,0,0,0,0,
grls05BPCYNN,6,2019-11,1,dog athlete,,0,0,0,0,0,
grls05BPCYNN,6,2019-11,0,companion/pet,,0,0,0,0,0,
grls05BPCYNN,7,2020-10,0,companion/pet,,0,0,0,0,0,
grls05BPCYNN,7,2020-10,1,dog athlete,,0,0,0,0,0,
grls05BPCYNN,8,2021-09,0,other,"hunt test, scent work",0,0,0,0,0,
grls05BPCYNN,8,2021-09,1,companion/pet,,0,0,0,0,0,
grls06YF0BSS,0,2013-05,1,therapy dog,,0,0,0,0,1,not specified
grls06YF0BSS,0,2013-05,0,companion/pet,,0,0,0,0,0,
grls06YF0BSS,1,2014-02,1,companion/pet,,0,0,0,0,0,
grls06YF0BSS,1,2014-02,0,companion/pet,,0,0,0,0,0,
grls06YF0BSS,2,2015-05,1,companion/pet,,0,0,0,0,0,
grls06YF0BSS,2,2015-05,0,companion/pet,,0,0,0,0,0,
grls06YF0BSS,3,2016-05,1,companion/pet,,0,0,0,0,0,
grls06YF0BSS,3,2016-05,0,other,unspecified,0,0,0,0,0,
grls06YF0BSS,4,2017-06,1,companion/pet,,0,0,0,0,0,
grls06YF0BSS,4,2017-06,0,obedience,,0,0,0,0,0,
grls06YF0BSS,5,2018-04,1,companion/pet,,0,0,0,0,0,
grls06YF0BSS,5,2018-04,0,other,unspecified,0,0,0,0,0,
grls06YF0BSS,6,2019-04,1,companion/pet,,0,0,0,0,0,
grls06YF0BSS,6,2019-04,0,other,unspecified,0,0,0,0,0,
grls06YF0BSS,7,2020-05,1,companion/pet,,0,0,0,0,0,
grls06YF0BSS,7,2020-05,0,companion/pet,,0,0,0,0,0,
grls06YF0BSS,8,2021-04,0,companion/pet,,0,0,0,0,0,
grls06YF0BSS,8,2021-04,1,companion/pet,,0,0,0,0,0,
grls0762M2FF,0,2014-05,1,companion/pet,,0,0,0,0,0,
grls0762M2FF,0,2014-05,0,other,unspecified,0,0,0,0,0,
grls0762M2FF,1,2015-05,1,companion/pet,,0,0,0,0,0,
grls0762M2FF,1,2015-05,0,companion/pet,,0,0,0,0,0,
grls0762M2FF,2,2016-06,1,companion/pet,,0,0,0,0,0,
grls0762M2FF,2,2016-06,0,other,not specified,0,0,0,0,0,
grls0762M2FF,3,2017-05,1,companion/pet,,0,0,0,0,0,
grls0762M2FF,3,2017-05,0,agility,,0,0,0,0,0,
grls0762M2FF,4,2018-05,1,companion/pet,,0,0,0,0,0,
grls0762M2FF,4,2018-05,0,agility,,0,0,0,0,0,
grls0762M2FF,5,2019-06,1,companion/pet,,0,0,0,0,0,
grls0762M2FF,5,2019-06,0,other,unspecified,0,0,0,0,0,
grls0762M2FF,7,2021-05,0,other,unspecified,0,0,0,0,0,
grls0762M2FF,7,2021-05,1,companion/pet,,0,0,0,0,0,
grls0762M2FF,8,2022-05,0,other,unspecified,0,0,0,0,0,
grls0762M2FF,8,2022-05,1,companion/pet,,0,0,0,0,0,
grls08SO0S44,0,2015-01,1,agility,,0,0,0,0,0,
grls08SO0S44,0,2015-01,0,field trials,,0,0,0,0,0,
grls08SO0S44,1,2016-01,1,agility,,0,0,0,0,0,
grls08SO0S44,1,2016-01,0,companion/pet,,0,0,0,0,0,
grls08SO0S44,2,2017-01,1,agility,,0,0,0,0,0,
grls08SO0S44,2,2017-01,0,agility,,0,0,0,0,0,
grls08SO0S44,3,2018-01,1,companion/pet,,0,0,0,0,0,
grls08SO0S44,3,2018-01,0,agility,,0,0,0,0,0,
grls08SO0S44,4,2019-01,1,agility,,0,0,0,0,0,
grls08SO0S44,4,2019-01,0,companion/pet,,0,0,0,0,0,
grls08SO0S44,5,2020-01,1,companion/pet,,0,0,0,0,0,
grls08SO0S44,5,2020-01,0,agility,,0,0,0,0,0,
grls08SO0S44,6,2021-01,0,agility,,0,0,0,0,0,
grls08SO0S44,6,2021-01,1,companion/pet,,0,0,0,0,0,
grls08SO0S44,7,2022-01,0,companion/pet,,0,0,0,0,0,
grls08SO0S44,7,2022-01,1,companion/pet,,0,0,0,0,0,
grls08SO0S44,8,2023-01,0,other,unspecified,0,0,0,0,0,
grls08SO0S44,8,2023-01,1,companion/pet,,0,0,0,0,0,
grls09FYB3II,0,2014-08,1,field trials,,0,0,0,0,0,
grls09FYB3II,0,2014-08,0,hunting,,0,0,0,0,0,
grls09FYB3II,1,2015-10,1,field trials,,0,0,0,0,0,
grls09FYB3II,1,2015-10,0,hunting,,0,0,0,0,0,
grls09FYB3II,2,2016-10,1,field trials,,0,0,0,0,0,
grls09FYB3II,2,2016-10,0,hunting,,0,0,0,0,0,
grls09FYB3II,3,2017-10,1,field trials,,0,0,0,0,0,
grls09FYB3II,3,2017-10,0,companion/pet,,0,0,0,0,0,
grls09FYB3II,4,2018-10,1,hunting,,0,0,0,0,0,
grls09FYB3II,4,2018-10,0,field trials,,0,0,0,0,0,
grls09FYB3II,5,2019-10,1,field trials,,0,0,0,0,0,
grls09FYB3II,5,2019-10,0,hunting,,0,0,0,0,0,
grls09FYB3II,6,2020-10,0,companion/pet,,0,0,0,0,0,
grls09FYB3II,6,2020-10,1,dog athlete,,0,0,0,0,0,
grls09FYB3II,7,2021-10,0,dog athlete,,0,0,0,0,0,
grls09FYB3II,7,2021-10,1,companion/pet,,0,0,0,0,0,
grls09FYB3II,8,2022-09,0,other,unspecified,0,0,0,0,0,
grls09FYB3II,8,2022-09,1,companion/pet,,0,0,0,0,0,
grls09ZIN1OO,0,2015-01,1,companion/pet,,0,0,0,0,0,
grls09ZIN1OO,0,2015-01,0,agility,,0,0,0,0,0,
grls09ZIN1OO,1,2015-12,1,companion/pet,,0,0,0,0,0,
grls09ZIN1OO,1,2015-12,0,agility,,0,0,0,0,0,
grls09ZIN1OO,2,2017-01,1,companion/pet,,0,0,0,0,0,
grls09ZIN1OO,2,2017-01,0,agility,,0,0,0,0,0,
grls09ZIN1OO,3,2017-12,1,companion/pet,,0,0,0,0,0,
grls09ZIN1OO,3,2017-12,0,agility,,0,0,0,0,0,
grls09ZIN1OO,4,2018-12,1,companion/pet,,0,0,0,0,0,
grls09ZIN1OO,4,2018-12,0,agility,,0,0,0,0,0,
grls09ZIN1OO,5,2019-12,1,companion/pet,,0,0,0,0,0,
grls09ZIN1OO,5,2019-12,0,therapy dog,,1,0,0,0,1,military events
grls09ZIN1OO,6,2021-01,0,agility,,1,0,0,0,0,
grls09ZIN1OO,6,2021-01,1,therapy dog,,1,0,0,0,1,not specified
grls09ZIN1OO,7,2021-12,0,agility,,1,0,0,0,1,
grls09ZIN1OO,7,2021-12,1,therapy dog,,1,0,0,0,1,"training facility, stores"
grls09ZIN1OO,8,2022-12,0,companion/pet,,1,0,0,0,1,
grls09ZIN1OO,8,2022-12,1,therapy dog,,1,0,0,0,1,military events
grls0B5181FF,0,2014-04,1,companion/pet,,0,0,0,0,0,
grls0B5181FF,0,2014-04,0,companion/pet,,0,0,0,0,0,
grls0B5181FF,1,2015-04,1,companion/pet,,0,0,0,0,0,
grls0B5181FF,1,2015-04,0,companion/pet,,0,0,0,0,0,
grls0B5181FF,2,2016-04,1,companion/pet,,0,0,0,0,0,
grls0B5181FF,2,2016-04,0,companion/pet,,0,0,0,0,0,
grls0B5181FF,3,2017-05,1,companion/pet,,0,0,0,0,0,
grls0B5181FF,3,2017-05,0,other,unspecified,0,0,0,0,0,
grls0B5181FF,4,2018-04,1,companion/pet,,0,0,0,0,0,
grls0B5181FF,4,2018-04,0,other,unspecified,0,0,0,0,0,
grls0B5181FF,5,2019-04,1,companion/pet,,0,0,0,0,0,
grls0B5181FF,5,2019-04,0,other,unspecified,0,0,0,0,0,
grls0B5181FF,6,2020-06,1,companion/pet,,0,0,0,0,0,
grls0B5181FF,6,2020-06,0,other,unspecified,0,0,0,0,0,
grls0B5181FF,7,2021-05,0,other,unspecified,0,0,0,0,0,
grls0B5181FF,7,2021-05,1,companion/pet,,0,0,0,0,0,
grls0B5181FF,8,2022-05,0,other,unspecified,0,0,0,0,0,
grls0B5181FF,8,2022-05,1,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,0,2013-09,1,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,0,2013-09,0,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,1,2014-09,1,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,1,2014-09,0,obedience,,0,0,0,0,0,
grls0BWF4BDD,2,2015-09,1,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,2,2015-09,0,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,3,2016-09,1,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,3,2016-09,0,other,unspecified,0,0,0,0,0,
grls0BWF4BDD,4,2017-09,1,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,4,2017-09,0,other,unspecified,0,0,0,0,0,
grls0BWF4BDD,5,2018-09,1,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,5,2018-09,0,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,6,2019-09,1,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,6,2019-09,0,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,7,2020-09,0,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,7,2020-09,1,companion/pet,,0,0,0,0,0,
grls0BWF4BDD,8,2021-09,0,other,unspecified,0,0,0,0,0,
grls0BWF4BDD,8,2021-09,1,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,0,2014-11,1,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,0,2014-11,0,service dog,,0,0,0,0,0,
grls0C1YSGAA,1,2015-11,1,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,1,2015-11,0,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,2,2016-12,1,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,2,2016-12,0,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,3,2017-11,1,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,3,2017-11,0,other,unspecified,0,0,0,0,0,
grls0C1YSGAA,4,2018-11,1,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,4,2018-11,0,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,5,2019-11,1,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,5,2019-11,0,other,unspecified,0,0,0,0,0,
grls0C1YSGAA,6,2020-11,0,other,unspecified,0,0,0,0,0,
grls0C1YSGAA,6,2020-11,1,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,7,2021-11,0,other,unspecified,0,0,0,0,0,
grls0C1YSGAA,7,2021-11,1,companion/pet,,0,0,0,0,0,
grls0C1YSGAA,8,2022-11,0,other,unspecified,0,0,0,0,0,
grls0C1YSGAA,8,2022-11,1,companion/pet,,0,0,0,0,0,
grls0C4FQC88,0,2014-07,1,companion/pet,,0,0,0,0,0,
grls0C4FQC88,0,2014-07,0,companion/pet,,0,0,0,0,0,
grls0C4FQC88,1,2015-08,1,companion/pet,,0,0,0,0,0,
grls0C4FQC88,1,2015-08,0,companion/pet,,0,0,0,0,0,
grls0C4FQC88,2,2016-08,1,companion/pet,,0,0,0,0,0,
grls0C4FQC88,2,2016-08,0,companion/pet,,0,0,0,0,0,
grls0C4FQC88,3,2017-08,1,companion/pet,,0,0,0,0,0,
grls0C4FQC88,3,2017-08,0,other,unspecified,0,0,0,0,0,
grls0C4FQC88,4,2018-08,1,companion/pet,,0,0,0,0,0,
grls0C4FQC88,4,2018-08,0,companion/pet,,0,0,0,0,0,
